claim_id,npi,provider_name,specialty,state,cpt_code,cpt_desc,icd10_code,diagnosis,place_of_service,year,tot_benes,tot_srvcs,avg_submitted_chrg,avg_allowed_amt,avg_paid_amt,avg_standardized_amt,payment_to_charge_ratio,is_anomaly
9D2EB51C,5421144671,Johnson,Internal Medicine,OH,27447,Total knee replacement,F32.1,Major depressive disorder,Emergency Dept,2023,64,191,14068.56,8065.43,7445.68,7195.39,0.5292,False
3EBD787C,9205466233,Tanner,Psychiatry,NJ,97110,Therapeutic exercise,M54.5,Low back pain,Emergency Dept,2020,411,495,99.62,47.23,44.15,44.32,0.4432,False
A44C98BC,9204964643,Fowler,General Surgery,IL,90837,"Psychotherapy, 60 minutes",J18.9,"Pneumonia, unspecified",Emergency Dept,2021,229,574,158.75,53.33,43.5,41.72,0.274,False
86802608,2096240904,Cox,Gastroenterology,MA,97110,Therapeutic exercise,I10,Essential hypertension,Office,2020,328,1131,122.68,75.95,66.3,65.44,0.5404,False
4D72A934,7853139137,Brown,Gastroenterology,IN,36415,Routine venipuncture,M54.5,Low back pain,Outpatient Hospital,2022,18,23,38.58,13.5,11.77,12.43,0.3051,False
8B10F90E,0121573064,Hernandez,Psychiatry,MO,99223,Initial hospital care - high complexity,I10,Essential hypertension,Outpatient Hospital,2022,391,466,663.06,356.51,335.04,326.46,0.5053,False
306001F8,6076312879,Bailey,Gastroenterology,NC,36415,Routine venipuncture,J06.9,Acute upper respiratory infection,Inpatient Hospital,2022,468,1125,38.82,12.0,9.45,9.48,0.2434,False
54E60319,5090914857,James,Orthopedic Surgery,WI,97110,Therapeutic exercise,F32.1,Major depressive disorder,Emergency Dept,2020,38,80,119.4,77.55,61.27,56.81,0.5131,False
4CA9F85F,9347725066,Harris,Pulmonology,VA,43239,Upper GI endoscopy with biopsy,E11.9,Type 2 diabetes mellitus,Outpatient Hospital,2022,364,1207,2374.99,953.86,772.62,719.7,0.3253,False
564E14F0,0805781600,Oconnor,Orthopedic Surgery,NY,74177,CT abdomen and pelvis with contrast,J06.9,Acute upper respiratory infection,Outpatient Hospital,2020,294,565,4272.23,1635.66,1388.36,1349.73,0.325,False
4AFD9D66,8451775840,Ray,Emergency Medicine,WA,99232,"Subsequent hospital care, per day",I25.10,Coronary artery disease,Office,2023,498,892,205.14,116.77,106.81,97.7,0.5207,False
E9DFDFB4,5171251133,Thompson,Pulmonology,IN,97110,Therapeutic exercise,K21.0,GERD with esophagitis,Emergency Dept,2020,394,1345,62.83,37.08,31.9,32.46,0.5077,False
6846FA0E,1692383287,Walter,Radiology,PA,93306,Echocardiography with doppler,F32.1,Major depressive disorder,Inpatient Hospital,2020,482,1107,1079.92,445.93,397.71,385.46,0.3683,False
FA3805B5,9880893431,Reed,Orthopedic Surgery,MD,27447,Total knee replacement,F32.1,Major depressive disorder,Outpatient Hospital,2021,87,215,10127.9,4111.81,3522.57,3524.38,0.3478,False
3CAF0D2D,9839897313,Powers,Neurology,WI,45378,"Colonoscopy, diagnostic",K21.0,GERD with esophagitis,Inpatient Hospital,2021,24,80,3106.33,1544.67,1413.45,1280.13,0.455,False
D7743608,8682133194,Guerrero,Psychiatry,WI,31622,"Bronchoscopy, diagnostic",I10,Essential hypertension,Emergency Dept,2022,248,399,3243.13,1684.83,1361.23,1485.55,0.4197,False
B34E6C70,3130457812,Wade,Family Practice,TX,97110,Therapeutic exercise,M54.5,Low back pain,Inpatient Hospital,2022,161,507,93.96,44.11,34.88,35.62,0.3712,False
2103A4BD,8382015263,Mitchell,Cardiology,VA,36415,Routine venipuncture,J18.9,"Pneumonia, unspecified",Office,2022,127,171,26.85,11.05,9.32,8.89,0.3471,False
A815ECDE,2344622696,Marquez,General Surgery,AZ,36415,Routine venipuncture,J06.9,Acute upper respiratory infection,Outpatient Hospital,2023,370,659,38.88,23.94,21.85,23.75,0.562,False
EFB45F73,8527822085,Moran,Physical Therapy,TN,74177,CT abdomen and pelvis with contrast,F32.1,Major depressive disorder,Inpatient Hospital,2020,124,190,3240.8,1074.38,890.28,882.66,0.2747,False
D5A4D299,6054732805,Santiago,Emergency Medicine,TN,99214,"Office visit - established patient, moderate complexity",N39.0,Urinary tract infection,Outpatient Hospital,2022,434,550,322.94,170.83,144.2,145.26,0.4465,False
AB9F3F76,8854886628,Hebert,Psychiatry,VA,99223,Initial hospital care - high complexity,I10,Essential hypertension,Emergency Dept,2022,38,74,540.35,269.96,212.98,215.25,0.3942,False
A7C04318,3422480417,Allen,Pulmonology,WI,45378,"Colonoscopy, diagnostic",E11.9,Type 2 diabetes mellitus,Outpatient Hospital,2021,286,957,1321.66,441.22,363.85,399.27,0.2753,False
4F72DF15,2732643996,Chavez,Radiology,WA,45378,"Colonoscopy, diagnostic",J18.9,"Pneumonia, unspecified",Outpatient Hospital,2022,266,569,1100.64,345.18,308.15,326.88,0.28,False
65DAD5F5,8009277738,Dean,Gastroenterology,IL,45378,"Colonoscopy, diagnostic",M17.11,"Primary osteoarthritis, right knee",Emergency Dept,2022,425,966,3476.54,1942.56,1573.18,1521.7,0.4525,False
AE76A55E,5586995447,Jimenez,Internal Medicine,VA,70553,MRI brain with contrast,K21.0,GERD with esophagitis,Office,2023,372,1183,3086.66,1984.61,1720.14,1822.23,0.5573,False
1E82AFD0,0745644602,Martin,Pulmonology,MO,27447,Total knee replacement,N39.0,Urinary tract infection,Emergency Dept,2021,370,943,11868.23,3773.79,3192.97,3208.44,0.269,False
F0437A0B,7675990650,Collins,Internal Medicine,MO,99285,Emergency dept visit - high complexity,E11.9,Type 2 diabetes mellitus,Emergency Dept,2020,105,212,867.1,393.98,328.48,322.76,0.3788,False
6D3E1D5B,6600063344,Jackson,Radiology,OH,71046,"Chest X-ray, 2 views",J18.9,"Pneumonia, unspecified",Inpatient Hospital,2022,89,191,105.51,56.11,47.98,46.19,0.4547,False
DA283F6B,2704085556,Smith,General Surgery,TN,27447,Total knee replacement,J06.9,Acute upper respiratory infection,Outpatient Hospital,2023,153,447,24274.74,9652.9,7815.95,8506.08,0.322,False
217BFFA7,2773728744,Luna,Physical Therapy,VA,43239,Upper GI endoscopy with biopsy,J18.9,"Pneumonia, unspecified",Emergency Dept,2022,347,818,3334.25,1928.5,1551.85,1434.49,0.4654,False
ADF829C3,0915144353,Levy,Emergency Medicine,TX,71046,"Chest X-ray, 2 views",F32.1,Major depressive disorder,Outpatient Hospital,2022,383,841,193.74,63.48,59.34,61.19,0.3063,False
67E207C4,3212145206,Carter,Neurology,NC,99291,"Critical care, first 30-74 minutes",M54.5,Low back pain,Outpatient Hospital,2020,464,1080,487.38,272.6,217.5,197.96,0.4463,False
6CBD0CDF,6520280126,Gutierrez,Psychiatry,NJ,93306,Echocardiography with doppler,I25.10,Coronary artery disease,Emergency Dept,2023,476,663,970.93,553.2,415.47,419.65,0.4279,False
D375A91A,6107459537,Lin,Emergency Medicine,NJ,80053,Comprehensive metabolic panel,F32.1,Major depressive disorder,Office,2021,274,780,66.98,41.38,31.78,32.25,0.4745,False
66DCEACB,6332372645,Nelson,Cardiology,TX,90837,"Psychotherapy, 60 minutes",M17.11,"Primary osteoarthritis, right knee",Office,2022,149,475,257.59,94.07,84.64,90.94,0.3286,False
BBC1F94C,1250994995,Jones,General Surgery,NY,31622,"Bronchoscopy, diagnostic",K21.0,GERD with esophagitis,Emergency Dept,2022,481,642,2495.97,1612.86,1384.9,1383.21,0.5549,False
DF125512,1339289455,Miller,Family Practice,NJ,80053,Comprehensive metabolic panel,M54.5,Low back pain,Outpatient Hospital,2021,173,515,72.52,38.21,34.15,30.83,0.4709,False
2300BF3E,9869993340,Caldwell,Pulmonology,WA,45378,"Colonoscopy, diagnostic",M17.11,"Primary osteoarthritis, right knee",Outpatient Hospital,2020,72,157,2288.2,755.93,668.13,626.01,0.292,False
DC6957A7,4656278020,Ellis,Psychiatry,GA,27447,Total knee replacement,I25.10,Coronary artery disease,Inpatient Hospital,2021,6,9,20813.86,13194.16,10692.4,11169.03,0.5137,False
8499F694,2400992063,Cummings,Pulmonology,NY,99214,"Office visit - established patient, moderate complexity",I25.10,Coronary artery disease,Office,2022,361,1055,190.57,84.21,71.62,77.28,0.3758,False
3CF625C8,1958216689,Adams,General Surgery,GA,99223,Initial hospital care - high complexity,J06.9,Acute upper respiratory infection,Emergency Dept,2021,192,391,874.42,408.67,343.69,377.29,0.393,False
FE76B51C,4071540198,Anderson,Pulmonology,WI,99285,Emergency dept visit - high complexity,E11.9,Type 2 diabetes mellitus,Outpatient Hospital,2021,58,66,1335.71,647.63,532.58,577.02,0.3987,False
3D793A88,8755755284,Smith,Gastroenterology,IN,85025,Complete blood count (CBC),I25.10,Coronary artery disease,Office,2023,262,553,26.97,10.03,8.69,7.98,0.3222,False
40019BC0,9703825013,Buckley,Radiology,AZ,71046,"Chest X-ray, 2 views",I25.10,Coronary artery disease,Office,2021,12,23,138.95,68.86,60.91,58.57,0.4384,False
9EAC420F,0786921529,Clark,Family Practice,TX,31622,"Bronchoscopy, diagnostic",M17.11,"Primary osteoarthritis, right knee",Emergency Dept,2020,36,124,2705.85,872.14,827.51,899.43,0.3058,False
843FD987,7567674134,Garcia,Psychiatry,IL,29881,Knee arthroscopy with meniscectomy,M54.5,Low back pain,Emergency Dept,2023,457,893,5829.14,3744.74,3292.29,3239.85,0.5648,False
83B7FE83,2910872319,Crawford,Pulmonology,MD,99232,"Subsequent hospital care, per day",M54.5,Low back pain,Outpatient Hospital,2020,271,357,230.71,97.29,76.44,77.01,0.3313,False
3F8F8207,4248959286,Miles,Emergency Medicine,MA,99213,"Office visit - established patient, low complexity",J18.9,"Pneumonia, unspecified",Office,2020,80,135,152.1,65.82,52.39,51.98,0.3444,False
1B84524C,4557018373,Greene,General Surgery,CA,90837,"Psychotherapy, 60 minutes",J06.9,Acute upper respiratory infection,Outpatient Hospital,2020,361,1148,141.22,47.35,35.83,36.53,0.2537,False
F92F85DA,5924996388,Williams,Physical Therapy,GA,36415,Routine venipuncture,J18.9,"Pneumonia, unspecified",Inpatient Hospital,2022,149,236,16.52,9.95,7.57,7.58,0.4582,False
7DB6ADFB,4719629823,Brown,Emergency Medicine,PA,99285,Emergency dept visit - high complexity,J18.9,"Pneumonia, unspecified",Outpatient Hospital,2023,451,1279,909.46,368.49,280.86,306.05,0.3088,False
1F8BA429,7969514798,Wallace,Physical Therapy,TX,99291,"Critical care, first 30-74 minutes",K21.0,GERD with esophagitis,Inpatient Hospital,2023,214,432,1153.27,616.96,559.68,539.39,0.4853,False
D9EAADEB,0521356729,Nelson,Radiology,TN,85025,Complete blood count (CBC),J06.9,Acute upper respiratory infection,Emergency Dept,2023,469,536,70.96,28.76,25.64,27.21,0.3613,False
8F08774B,3008746279,Logan,Radiology,PA,99291,"Critical care, first 30-74 minutes",M17.11,"Primary osteoarthritis, right knee",Outpatient Hospital,2020,434,836,594.29,220.58,193.97,210.35,0.3264,False
EB4D37B6,7046661884,Robinson,Psychiatry,WI,27447,Total knee replacement,N39.0,Urinary tract infection,Emergency Dept,2021,344,824,8672.31,2822.62,2571.21,2616.25,0.2965,False
8FD5E69B,1581069117,Pittman,Emergency Medicine,CA,43239,Upper GI endoscopy with biopsy,J06.9,Acute upper respiratory infection,Outpatient Hospital,2023,246,808,3342.9,2128.52,1646.33,1810.82,0.4925,False
893FDEA4,4954609181,Fisher,Radiology,NJ,99285,Emergency dept visit - high complexity,F32.1,Major depressive disorder,Emergency Dept,2020,263,843,1132.93,551.48,453.23,431.62,0.4001,False
1BACCDA9,5217589375,Morris,Gastroenterology,OH,70553,MRI brain with contrast,K21.0,GERD with esophagitis,Emergency Dept,2022,9,14,2076.18,656.07,605.43,634.64,0.2916,False
7954551F,9086006297,Jenkins,Orthopedic Surgery,NJ,71046,"Chest X-ray, 2 views",J06.9,Acute upper respiratory infection,Emergency Dept,2023,351,647,113.18,66.97,56.92,58.68,0.5029,False
8E5E3DAA,4384776954,Johnson,Cardiology,VA,97110,Therapeutic exercise,M54.5,Low back pain,Office,2020,329,1116,64.0,31.44,24.74,26.67,0.3866,False
FBE0761A,1011544236,Richardson,Internal Medicine,AZ,99214,"Office visit - established patient, moderate complexity",M54.5,Low back pain,Office,2023,259,554,313.79,119.55,106.57,96.11,0.3396,False
1E859BBA,7404618650,Smith,Internal Medicine,CA,70553,MRI brain with contrast,J18.9,"Pneumonia, unspecified",Emergency Dept,2021,147,153,2744.6,834.76,714.46,682.27,0.2603,False
5043F699,2098754168,Dodson,Family Practice,IN,93306,Echocardiography with doppler,M54.5,Low back pain,Inpatient Hospital,2023,408,812,1209.65,625.3,500.54,485.97,0.4138,False
3A4C1701,7716377405,Krause,General Surgery,GA,97110,Therapeutic exercise,J06.9,Acute upper respiratory infection,Office,2023,333,965,80.0,47.19,36.15,39.7,0.4519,False
8AFB8E36,8979166685,Williams,Psychiatry,MD,36415,Routine venipuncture,I25.10,Coronary artery disease,Inpatient Hospital,2020,223,582,11.68,3.54,2.78,2.78,0.238,False
8055A920,3107447023,Johnson,Internal Medicine,GA,74177,CT abdomen and pelvis with contrast,J06.9,Acute upper respiratory infection,Inpatient Hospital,2020,474,562,4654.46,2524.12,2179.22,2079.45,0.4682,False
CA43673B,9946385791,Hogan,Gastroenterology,CA,85025,Complete blood count (CBC),J06.9,Acute upper respiratory infection,Outpatient Hospital,2023,40,69,55.22,31.1,27.76,27.2,0.5027,False
9F0586E2,2973892083,Robertson,Gastroenterology,WA,99291,"Critical care, first 30-74 minutes",M54.5,Low back pain,Emergency Dept,2021,178,201,1032.4,558.8,427.87,448.87,0.4144,False
EADFFCBF,7779880210,Garcia,Gastroenterology,WI,99232,"Subsequent hospital care, per day",N39.0,Urinary tract infection,Emergency Dept,2023,140,414,290.97,127.69,115.52,104.65,0.397,False
0DB5D8F0,5366379381,Miranda,Gastroenterology,MD,99285,Emergency dept visit - high complexity,M17.11,"Primary osteoarthritis, right knee",Outpatient Hospital,2020,317,551,1204.59,647.94,571.57,524.21,0.4745,False
3B1B217B,0101016822,Mendez,Emergency Medicine,PA,99232,"Subsequent hospital care, per day",M17.11,"Primary osteoarthritis, right knee",Inpatient Hospital,2023,55,67,242.34,126.47,113.56,109.4,0.4686,False
7564D7A0,5887943953,Patel,Emergency Medicine,NY,99223,Initial hospital care - high complexity,M54.5,Low back pain,Inpatient Hospital,2020,53,56,352.38,158.87,136.85,137.19,0.3884,False
05D9B7E2,2807603817,Woodard,General Surgery,NJ,45378,"Colonoscopy, diagnostic",M17.11,"Primary osteoarthritis, right knee",Outpatient Hospital,2021,287,936,1030.85,458.56,415.38,434.06,0.4029,False
C91FBF2D,4520220435,Wilcox,Cardiology,PA,36415,Routine venipuncture,F32.1,Major depressive disorder,Office,2022,216,377,19.03,8.99,6.86,6.77,0.3605,False
8F2770C0,1892673610,Brown,Orthopedic Surgery,TN,27447,Total knee replacement,N39.0,Urinary tract infection,Emergency Dept,2022,203,371,18483.37,8507.0,6610.77,5958.64,0.3577,False
D4395E10,3194880101,Gilbert,Gastroenterology,AZ,97110,Therapeutic exercise,N39.0,Urinary tract infection,Emergency Dept,2022,161,232,63.61,26.22,24.63,23.16,0.3872,False
B487D3D3,9420635250,Osborn,Neurology,TN,29881,Knee arthroscopy with meniscectomy,N39.0,Urinary tract infection,Outpatient Hospital,2021,187,240,5909.87,2447.04,1972.46,2085.23,0.3338,False
D37BE541,2452916192,Greer,Internal Medicine,MA,99291,"Critical care, first 30-74 minutes",J06.9,Acute upper respiratory infection,Emergency Dept,2021,408,1218,750.76,301.78,268.15,285.26,0.3572,False
3EEB5DD5,0930050187,Bean,Orthopedic Surgery,NC,29881,Knee arthroscopy with meniscectomy,M54.5,Low back pain,Emergency Dept,2020,246,604,5576.18,3212.87,2457.18,2698.33,0.4407,False
89EECAC4,1243115872,Gonzalez,Neurology,MD,99223,Initial hospital care - high complexity,N39.0,Urinary tract infection,Office,2023,182,257,682.91,225.19,203.52,209.94,0.298,False
82D44455,6442342305,Lawrence,Psychiatry,NY,43239,Upper GI endoscopy with biopsy,I10,Essential hypertension,Emergency Dept,2022,353,860,1246.52,470.81,423.43,428.34,0.3397,False
446B2D0C,6033280187,Marsh,Physical Therapy,MO,36415,Routine venipuncture,J18.9,"Pneumonia, unspecified",Office,2021,472,1606,14.52,9.43,7.98,7.65,0.5496,False
52F08B78,3784941298,Mahoney,Emergency Medicine,NJ,99223,Initial hospital care - high complexity,I25.10,Coronary artery disease,Inpatient Hospital,2020,370,1014,770.56,371.71,304.68,280.16,0.3954,False
B2038F99,8075909075,Hill,Internal Medicine,NY,29881,Knee arthroscopy with meniscectomy,I10,Essential hypertension,Outpatient Hospital,2021,380,611,6245.9,3290.27,2913.3,2717.73,0.4664,False
DFD67DE5,0974535896,Owens,Radiology,AZ,43239,Upper GI endoscopy with biopsy,I25.10,Coronary artery disease,Outpatient Hospital,2023,222,441,1579.64,697.83,549.12,564.55,0.3476,False
44154377,8694858550,Winters,Psychiatry,WA,31622,"Bronchoscopy, diagnostic",I10,Essential hypertension,Outpatient Hospital,2022,33,80,3966.57,1475.66,1328.78,1410.83,0.335,False
6F01CFF3,6518532912,Kelly,Orthopedic Surgery,MA,43239,Upper GI endoscopy with biopsy,E11.9,Type 2 diabetes mellitus,Emergency Dept,2020,306,603,1655.88,996.71,852.73,876.45,0.515,False
CAC1AE39,0339701081,Jordan,Gastroenterology,MA,99223,Initial hospital care - high complexity,N39.0,Urinary tract infection,Outpatient Hospital,2022,303,367,403.52,216.19,196.76,213.24,0.4876,False
11306F2B,8167457285,Jones,Orthopedic Surgery,MI,93306,Echocardiography with doppler,E11.9,Type 2 diabetes mellitus,Emergency Dept,2021,71,173,1111.18,603.04,513.89,505.49,0.4625,False
897B925E,9125291369,Warren,Pulmonology,MD,70553,MRI brain with contrast,M54.5,Low back pain,Inpatient Hospital,2020,231,588,2753.76,1298.05,1009.96,972.51,0.3668,False
C8630496,4857639142,Cochran,Cardiology,OH,70553,MRI brain with contrast,M17.11,"Primary osteoarthritis, right knee",Emergency Dept,2023,213,591,3898.72,1859.31,1578.54,1636.85,0.4049,False
0242B845,2665656587,Smith,Family Practice,MO,85025,Complete blood count (CBC),I10,Essential hypertension,Emergency Dept,2023,148,210,67.75,25.55,19.33,18.27,0.2853,False
9CD951BB,5762778265,Dawson,Radiology,NY,99291,"Critical care, first 30-74 minutes",N39.0,Urinary tract infection,Emergency Dept,2021,422,1220,491.37,280.71,256.75,249.91,0.5225,False
9B63FE83,0893655157,Hunter,Family Practice,GA,90837,"Psychotherapy, 60 minutes",F32.1,Major depressive disorder,Office,2021,45,94,274.96,85.59,68.69,73.67,0.2498,False
689A945B,6283844558,Taylor,Neurology,MO,80053,Comprehensive metabolic panel,K21.0,GERD with esophagitis,Outpatient Hospital,2020,402,609,80.97,41.59,34.75,35.56,0.4292,False
BFD1CFDF,3138580025,Martin,Gastroenterology,MD,31622,"Bronchoscopy, diagnostic",F32.1,Major depressive disorder,Office,2021,294,490,3589.0,1288.21,1218.39,1167.86,0.3395,False
21182379,7826792694,Lambert,Internal Medicine,NC,90837,"Psychotherapy, 60 minutes",M54.5,Low back pain,Emergency Dept,2023,127,368,240.29,83.25,64.87,62.56,0.27,False
BF622434,9133638435,Kline,General Surgery,NC,71046,"Chest X-ray, 2 views",M17.11,"Primary osteoarthritis, right knee",Inpatient Hospital,2022,207,473,112.52,36.73,33.38,35.18,0.2967,False
AE335005,1074537029,Franklin,Physical Therapy,NJ,97110,Therapeutic exercise,N39.0,Urinary tract infection,Inpatient Hospital,2020,235,607,50.25,28.69,25.72,26.91,0.5118,False
509A7123,2643105300,Cole,Psychiatry,OH,99291,"Critical care, first 30-74 minutes",M17.11,"Primary osteoarthritis, right knee",Emergency Dept,2022,281,686,1059.88,501.48,408.49,390.81,0.3854,False
D5B2AD1F,6296638567,Berg,Internal Medicine,NY,99214,"Office visit - established patient, moderate complexity",I25.10,Coronary artery disease,Outpatient Hospital,2022,491,1016,123.74,77.37,60.47,59.94,0.4887,False
160D0793,8458140464,Hughes,Emergency Medicine,FL,85025,Complete blood count (CBC),K21.0,GERD with esophagitis,Outpatient Hospital,2023,203,520,35.02,15.06,14.02,13.08,0.4003,False
A4512E25,7898514459,Thompson,Neurology,NY,99232,"Subsequent hospital care, per day",I10,Essential hypertension,Inpatient Hospital,2020,228,233,142.68,46.7,40.57,40.73,0.2843,False
